WOT-DATA,2
usa-A63_M46_Patton_FL,medium premium
usa-A63_M46_Patton_HALL,medium
usa-A63_M46_Patton_KR, medium premium
usa-A64_T25_AT, destroyer
usa-A66_M103,heavy
usa-A66_M103_Halloween_event,heavy
usa-A66_M103_HW_bot,heavy
usa-A67_T57_58, Drum heavy
usa-A68_T28_Prototype, destroyer
usa-A68_T28_Prototype_HELL,destroyer
usa-A69_T110E5, heavy
usa-A69_T110E5_bob,heavy premium
usa-A69_T110E5_cl,heavy premium
usa-A69_T110E5_HW_bot,heavy
usa-A71_T21, light
usa-A71_T21_MapsTraining_Dummy_LT_2,light
usa-A72_T25_2, destroyer
usa-A72_T25_2_SH, medium premium
usa-A74_T1_E6, drum light premium
usa-A78_M4_Improved, medium premium
usa-A80_T26_E4_SuperPershing, medium premium
usa-A80_T26_E4_SuperPershing_FL, medium premium
usa-A81_T95_E2, medium premium
usa-A83_T110E4, destroyer
usa-A85_T110E3, destroyer
usa-A86_T23E3, medium premium
usa-A87_M44, artillery
usa-A88_M53_55, artillery
usa-A89_T54E1, Drum heavy
usa-A90_T69, Drum medium
usa-A90_T69_IGR, Drum medium
usa-A92_M60, medium premium
usa-A93_T7_Combat_Car, drum light premium
usa-A94_T37, light
usa-A95_T95_E6, medium premium
usa-A97_M41_Bulldog, light
usa-A99_T92_LT, light premium
ussr-Observer, Observer
ussr-R01_IS, heavy
ussr-R02_SU-85, destroyer
ussr-R03_BT-7, light
ussr-R03_BT-7_bootcamp, light premium
ussr-R04_T-34, medium
ussr-R04_T-34_MapsTraining_Player_MT_1,medium
ussr-R05_KV, heavy
ussr-R06_T-28, medium
ussr-R06_T-28_bootcamp, medium premium
ussr-R07_T-34-85, medium
ussr-R07_T-34-85_bootcamp, medium premium
ussr-R07_T-34-85_training, medium premium
ussr-R08_BT-2, light
ussr-R08_BT-2_bootcamp, light premium
ussr-R09_T-26, light
ussr-R09_T-26_bot, light premium
ussr-R10_AT-1, destroyer
ussr-R100_SU122A, artillery
ussr-R101_MT25, light
ussr-R104_Object_430_II, medium
ussr-R105_BT_7A, light premium
ussr-R106_KV85, heavy
ussr-R106_KV85_IGR, heavy
ussr-R107_LTB, light
ussr-R108_T34_85M, medium premium
ussr-R109_T54S, light
ussr-R11_MS-1, light
ussr-R11_MS-1_bot, light premium
ussr-R110_Object_260, heavy premium
ussr-R111_ISU130, destroyer premium
ussr-R112_T54_45, medium premium
ussr-R112_T54_45_FL, medium premium
ussr-R113_Object_730, heavy premium
ussr-R114_Object_244, heavy premium
ussr-R115_IS-3_auto, drum heavy premium
ussr-R115_IS-3_auto_test, drum heavy
ussr-R116_ISU122C_Berlin, destroyer premium
ussr-R117_T34_85_Rudy, medium premium
ussr-R118_T28_F30, medium premium
ussr-R119_Object_777, heavy premium
ussr-R119_Object_777C, heavy premium
ussr-R12_A-20, drum light
ussr-R120_T22SR_A22, medium premium
ussr-R121_KV4_KTT, destroyer premium
ussr-R122_T44_100, medium premium
ussr-R122_T44_100B, medium premium
ussr-R123_Kirovets_1, heavy premium
ussr-R125_T_45, light premium
ussr-R126_Object_730_5, destroyer premium
ussr-R127_T44_100_M, medium premium
ussr-R127_T44_100_P, medium premium
ussr-R127_T44_100_K, medium premium
ussr-R127_T44_100_U, medium premium
ussr-R128_KV4_Kreslavskiy, heavy premium
ussr-R129_Object_257, heavy premium
ussr-R13_KV-1s, heavy
ussr-R131_Tank_Gavalov, light
ussr-R132_VNII_100LT, light
ussr-R133_KV_122, heavy premium
ussr-R134_Object_252U, heavy premium
ussr-R134_Object_252K, heavy premium
ussr-R135_T_103,destroyer premium
ussr-R139_IS_M, heavy
ussr-R14_SU-5, artillery
ussr-R14_SU-5_MapsTraining_Dummy_SPG_1,artillery
ussr-R140_M4_Loza, medium premium
ussr-R143_T_29, medium premium
ussr-R144_K_91, medium
ussr-R145_Object_705_A, heavy
ussr-R146_STG, medium premium
ussr-R146_STG_Tday, medium premium
ussr-R148_Object_430_U,medium
ussr-R149_Object_268_4,destroyer
ussr-R15_S-51, artillery
ussr-R151_Object_257_2,heavy
ussr-R152_KV2_W,heavy premium
ussr-R153_Object_705,heavy
ussr-R154_T_34E_1943,medium premium
ussr-R155_Object_277,heavy
ussr-R155_Object_277_bob,heavy premium
ussr-R156_IS_2M,heavy premium
ussr-R157_Object_279R,heavy premium
ussr-R158_LT_432,light premium
ussr-R159_SU_130PM,destroyer premium
ussr-R16_SU-18, artillery
ussr-R160_T_50_2,light premium
ussr-R161_T_116,light premium
ussr-R165_Object_703_II, heavy premium
ussr-R165_Object_703_II_2, heavy premium
ussr-R169_ST_II, heavy
ussr-R17_SU-100, destroyer
ussr-R170_IS_2_II, heavy
ussr-R171_IS_3_II, heavy
ussr-R171_IS_3_II_hw21,heavy
ussr-R172_Object_752, drum heavy premium
ussr-R173_K_91_2,medium premium
ussr-R174_BT-5,light
ussr-R175_IS_2_screen,heavy premium
ussr-R177_ISU_152K_BL10,destroyer premium
ussr-R178_Object_780,heavy premium
ussr-R18_SU-152, destroyer
ussr-R18_SU-152_IGR, destroyer
ussr-R180_Object_274_A,medium premium
ussr-R183_K_91_PT,destroyer premium
ussr-R185_T_34_L_11_1941,medium premium
ussr-R186_KV_1_Screened,heavy premium
ussr-R187_Object_590, drum medium premium
ussr-R19_IS-3, heavy
ussr-R19_IS-3_IGR, heavy
ussr-R193_M4A2_T_34,medium premium
ussr-R20_T-44, medium
ussr-R20_T-44_FL, medium premium
ussr-R20_T-44_IGR, medium
ussr-R22_T-46, drum light
ussr-R22_T-46_bootcamp, light premium
ussr-R23_T-43, medium
ussr-R23_T-43_MapsTraining_Player_MT_2,medium
ussr-R24_SU-76, destroyer
ussr-R25_GAZ-74b, destroyer
ussr-R26_SU-8, artillery
ussr-R27_SU-14, artillery
ussr-R31_Valentine_LL, light premium
ussr-R31_Valentine_LL_IGR, light premium
ussr-R32_Matilda_II_LL, medium premium
ussr-R33_Churchill_LL, heavy premium
ussr-R34_BT-SV, light premium
ussr-R38_KV-220, heavy premium
ussr-R38_KV-220_beta, heavy premium
ussr-R39_KV-3, heavy
ussr-R40_T-54, medium
ussr-R40_T-54_FL,medium premium
ussr-R40_T-54_Halloween_event,medium
ussr-R41_T-50, light
ussr-R42_T-60, light
ussr-R43_T-70, light
ussr-R43_T-70_bootcamp, light premium
ussr-R44_T80, drum light
ussr-R44_T80_MapsTraining_Dummy_LT_1,drum light
ussr-R45_IS-7, heavy
ussr-R45_IS-7_fallout, heavy premium
ussr-R45_IS-7_IGR, heavy
ussr-R46_KV-13, medium
ussr-R46_KV-13_SH,medium premium
ussr-R47_ISU-152, destroyer
ussr-R47_ISU-152_IGR, destroyer
ussr-R49_SU100Y, destroyer premium
ussr-R50_SU76I, destroyer premium
ussr-R50_SU76I_bootcamp, destroyer premium
ussr-R51_Object_212, artillery
ussr-R52_Object_261, artillery
ussr-R53_Object_704, destroyer
ussr-R54_KV-5, heavy premium
ussr-R54_KV-5_IGR, heavy premium
ussr-R56_T-127, light premium
ussr-R57_A43, medium
ussr-R58_SU-101, destroyer
ussr-R59_A44, medium
ussr-R60_Object416, medium
ussr-R61_Object252, heavy premium
ussr-R61_Object252_FL, heavy premium
ussr-R61_Object252_BF, heavy premium
ussr-R63_ST_I, heavy
ussr-R66_SU-26, artillery
ussr-R67_M3_LL, light premium
ussr-R68_A-32, medium premium
ussr-R70_T_50_2, light
ussr-R71_IS_2B, heavy premium
ussr-R72_T150, heavy
ussr-R72_T150_MapsTraining_Dummy_HT_2,heavy
ussr-R73_KV4, heavy
ussr-R74_SU100M1, destroyer
ussr-R75_SU122_54, destroyer
ussr-R77_KV2, heavy
ussr-R77_KV2_IGR, heavy
ussr-R77_KV2_turret_2,heavy
ussr-R78_SU_85I, destroyer premium
ussr-R80_KV1, heavy
ussr-R81_IS8, heavy
ussr-R84_Tetrarch_LL, light premium
ussr-R86_LTP, light premium
ussr-R86_LTP_bootcamp, light premium
ussr-R87_T62A, medium
ussr-R87_T62A_fallout, medium premium
ussr-R88_Object268, destroyer
ussr-R89_SU122_44, destroyer premium
ussr-R90_IS_4M, heavy
ussr-R91_SU14_1, artillery
ussr-R93_Object263, destroyer
ussr-R93_Object263B, destroyer
ussr-R95_Object_907, medium premium
ussr-R95_Object_907A, medium premium
ussr-R96_Object_430, medium
ussr-R96_Object_430B, medium
ussr-R97_Object_140, medium
ussr-R97_Object_140_cl, medium premium
ussr-R98_T44_85, medium premium
ussr-R98_T44_85M, light premium
ussr-R99_T44_122, medium premium
noImage,noImage
unknown,unknown
