WOT-DATA,2
ussr-R53_Object_704,Drum0
ussr-R54_KV-5,Drum0
ussr-R54_KV-5_IGR,Drum0
ussr-R56_T-127,Drum0
ussr-R57_A43,Drum0
ussr-R58_SU-101,Drum0
ussr-R59_A44,Drum0
ussr-R60_Object416,Drum0
ussr-R61_Object252,Drum0
ussr-R61_Object252_BF,Drum0
ussr-R61_Object252_FL,Drum0
ussr-R63_ST_I,Drum0
ussr-R66_SU-26,Drum0
ussr-R67_M3_LL,Drum0
ussr-R68_A-32,Drum0
ussr-R70_T_50_2,Drum0
ussr-R71_IS_2B,Drum0
ussr-R72_T150,Drum0
ussr-R73_KV4,Drum0
ussr-R74_SU100M1,Drum0
ussr-R75_SU122_54,Drum0
ussr-R77_KV2,Drum0
ussr-R77_KV2_IGR,Drum0
ussr-R78_SU_85I,Drum0
ussr-R80_KV1,Drum0
ussr-R81_IS8,Drum0
ussr-R84_Tetrarch_LL,Drum0
ussr-R86_LTP,Drum0
ussr-R86_LTP_bootcamp,Drum0
ussr-R87_T62A,Drum0
ussr-R87_T62A_fallout,Drum0
ussr-R88_Object268,Drum0
ussr-R89_SU122_44,Drum0
ussr-R90_IS_4M,Drum0
ussr-R91_SU14_1,Drum0
ussr-R93_Object263,Drum0
ussr-R93_Object263B,Drum0
ussr-R95_Object_907,Drum0
ussr-R95_Object_907A,Drum0
ussr-R96_Object_430,Drum0
ussr-R96_Object_430B,Drum0
ussr-R97_Object_140,Drum0
ussr-R98_T44_85,Drum0
ussr-R98_T44_85M,Drum0
ussr-R99_T44_122,Drum0
